"ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd.pledged","usd_pledged_real","usd_goal_real"
1718593875,"Life Art","Performance Art","Art","CAD","2014-11-30",2000,"2014-10-01 21:38:40",25,"failed",1,"CA",22.42,21.94,1755.31
1360159353,"Be the biggest part of The Waiting Kind's next album.","Indie Rock","Music","USD","2012-11-01",7500,"2012-10-02 02:30:46",4998.46,"failed",152,"US",4998.46,4998.46,7500
1769174115,"100 Years of Wisdom Documentary","Documentary","Film & Video","USD","2014-07-20",4000,"2014-06-20 21:25:54",1167,"failed",30,"US",1167,1167,4000
2126285808,"Mark Proctor's ""Ten Thousand Places""","Music","Music","USD","2013-05-18",9870,"2013-04-26 04:08:04",10101,"successful",77,"US",10101,10101,9870
1380403215,"Pure Life - A plea for love as legal tender","Translations","Publishing","EUR","2016-01-22",4500,"2015-12-23 07:48:19",4929,"successful",25,"NL",5380.79,5327.27,4863.6
1396223269,"TwatTags - Stickers for twats","Live Games","Games","GBP","2017-12-09",1000,"2017-11-18 14:14:09",58,"failed",6,"GB",60.85,77.59,1337.74
1534288709,"The King of Fashion","Science Fiction","Film & Video","USD","2017-05-11",150000,"2017-04-11 12:16:56",0,"canceled",0,"US",0,0,150000
738808288,"One Liners - Movie Quotes Gone Horribly Wrong on Mobile","Mobile Games","Games","EUR","2017-04-04",500,"2017-03-14 23:24:45",25,"failed",1,"ES",0,26.58,531.5
725751416,"The Cornerstone Chorale Spring Concert","Classical Music","Music","USD","2013-05-13",500,"2013-05-05 20:17:21",670,"successful",21,"US",670,670,500
525749324,"Lekce (The Lesson)","Shorts","Film & Video","USD","2016-07-02",350,"2016-05-31 21:15:15",405,"successful",8,"US",405,405,350
1202048195,"Historia Venator-Phase One: Filming the Journey","Documentary","Film & Video","USD","2012-08-22",5640,"2012-07-17 21:50:42",2420.15,"failed",23,"US",2420.15,2420.15,5640
1481888581,"Project Earendel: Open Source Rockets","Space Exploration","Technology","USD","2015-03-04",150000,"2015-02-02 18:04:19",11508,"failed",93,"US",11508,11508,150000
1696101561,"Live the Italian lifestyle","Software","Technology","EUR","2015-12-27",49000,"2015-10-28 19:32:28",15,"failed",1,"IT",16.59,16.33,53346.11
1977518344,"The Four Passenger Pedal Powered Steampunk Parlor Car","Art","Art","USD","2011-04-07",2500,"2011-03-07 17:46:17",3086,"successful",54,"US",3086,3086,2500
579519548,"Canada Man / Woman Lac-Mégantic : Le film!","Documentary","Film & Video","CAD","2017-12-31",15000,"2017-11-01 15:43:01",2810,"failed",16,"CA",0,2246.2,11990.41
1260053776,"'LAST EXIT TO BRIGHTON' Absolute Edition - Graphic Novel","Graphic Novels","Comics","GBP","2017-05-18",1000,"2017-04-18 20:30:02",3753,"successful",188,"GB",1611.69,4883.67,1301.27
504346374,"The Made Collaborative Project!","Art","Art","USD","2014-04-02",3000,"2014-03-03 07:02:41",3116,"successful",33,"US",3116,3116,3000
1596188704,"2d6's new nerdcore album - JUDGE TARDD II: MAKE YO' GRAVY","Hip-Hop","Music","USD","2013-04-03",600,"2013-03-04 22:14:55",1146,"successful",30,"US",1146,1146,600
1884322348,"METEGOL AUTOMATIZADO, METE-GOAL AUTOMATED","Technology","Technology","USD","2016-08-20",6000,"2016-06-21 23:57:13",0,"failed",0,"US",0,0,6000
1013021535,"TEYR Debut Album - Far From The Tree","Country & Folk","Music","GBP","2016-03-08",4000,"2016-02-07 13:40:01",4343,"successful",120,"GB",6298.3,6207.12,5716.9
1340356031,"DAK Unleashed","Accessories","Fashion","USD","2015-05-09",2000,"2015-04-09 15:12:38",0,"failed",0,"US",0,0,2000
222238198,"Eccolo Pops Italian 100% Natural fresh fruits Pops & Gelato","Vegan","Food","USD","2015-08-14",20000,"2015-07-15 19:37:00",305,"failed",5,"US",305,305,20000
87476798,"New Dawn","Tabletop Games","Games","USD","2014-07-31",20000,"2014-06-28 01:31:26",107724.3,"successful",1173,"US",107724.3,107724.3,20000
1217857694,"The Grouchy Old Gnome","Children's Books","Publishing","USD","2017-05-04",10000,"2017-04-04 06:59:29",521,"failed",9,"US",25,521,10000
1306716935,"Prison of Jars","Film & Video","Film & Video","USD","2015-07-01",2000,"2015-06-01 18:04:33",1000,"undefined",0,"N,0""",NA,1000,2000
433563656,"Prime Switch Panel","Product Design","Design","AUD","2014-09-02",2000,"2014-08-03 07:33:28",2222,"successful",41,"AU",2069.21,2080.91,1873.01
138153470,"Boutique Lotus Enchanté","DIY","Crafts","CAD","2017-03-23",5000,"2017-02-21 21:08:00",26,"failed",2,"CA",0,19.44,3739.16
592349175,"Finding Appalachia, Passing it On: Rich Voices/Age-Old Skill","Webseries","Film & Video","USD","2012-01-16",10000,"2011-11-17 09:18:08",0,"failed",0,"US",0,0,10000
182223695,"Sneaks the Turtle Bobber Put a some fun in your tackle box.","Live Games","Games","USD","2016-03-01",6000,"2016-01-16 19:49:26",199,"failed",9,"US",199,199,6000
1495761188,"Miss V's Handmade Organic Soap, Etc.","Crafts","Crafts","USD","2016-03-20",500,"2016-02-19 23:48:52",50,"failed",1,"US",50,50,500
965580473,"The Alaskan Explorer","Documentary","Film & Video","USD","2015-01-07",3900,"2014-12-08 20:49:59",196,"failed",7,"US",196,196,3900
1695822259,"astrocolors.com (Canceled)","Apparel","Fashion","EUR","2016-02-28",10000,"2016-01-29 08:57:30",654,"canceled",15,"FR",712.4,717.44,10969.96
1871488900,"You Gotta Have Art. The Legacy of Elizabeth ""Grandma"" Layton","Art","Art","USD","2017-10-11",30000,"2017-08-12 21:38:38",100,"failed",1,"US",100,100,30000
1354823695,"Cloverton - The First Full-Length Album - Coming 2013","Music","Music","USD","2013-03-09",20000,"2013-02-07 21:19:21",45317.61,"successful",418,"US",45317.61,45317.61,20000
665036375,"100,000 USA current IT resumes","Technology","Technology","CAD","2015-03-16",2e+07,"2015-03-12 20:18:53",0,"failed",0,"CA",0,0,15782828.28
89208341,"Amateur Production of Bronte by Polly Teale","Performance Art","Art","GBP","2014-01-08",200,"2013-12-09 00:30:29",200,"successful",2,"GB",326.97,328.19,328.19
1628480073,"Ethics Playbook: Winning Ethically in Business","Publishing","Publishing","USD","2014-09-02",15000,"2014-07-04 15:38:40",15380,"successful",54,"US",15380,15380,15000
1476469162,"DREAM BIG LIFE PLANNER","Product Design","Design","USD","2015-12-17",2750,"2015-11-14 21:11:02",71725,"successful",2428,"US",71725,71725,2750
559621753,"Love Posters","Graphic Design","Design","USD","2014-03-06",3000,"2014-01-20 09:03:25",556,"failed",14,"US",556,556,3000
231835410,"Help Shout London Shout Out Their Name!","Pop","Music","USD","2013-04-12",700,"2013-03-03 22:58:29",30,"failed",2,"US",30,30,700
1337252559,"What We Love Most About Life (Autistic Children's Insights)","Nonfiction","Publishing","GBP","2016-10-06",10000,"2016-09-05 19:01:41",14481,"successful",518,"GB",3185.45,17854.19,12329.39
1090524279,"Big Skinny Wallets: Worlds Thinnest Wallets w/ RFID blocking","Technology","Technology","USD","2015-02-10",22000,"2014-12-12 06:59:15",158583,"successful",3864,"US",158583,158583,22000
2038677649,"Helping every child create a magical world","Software","Technology","USD","2016-05-26",25000,"2016-04-26 02:21:36",11,"failed",2,"US",11,11,25000
1701053404,"Starting With Nothing But a Problem","Documentary","Film & Video","USD","2014-12-27",1800,"2014-12-03 16:58:49",604,"failed",11,"US",604,604,1800
644859691,"The Eighth Day (A Comic Book Series)","Comics","Comics","USD","2012-06-13",3500,"2012-05-14 18:15:42",122,"failed",7,"US",122,122,3500
2085500143,"Peacetime","Webseries","Film & Video","USD","2013-08-18",7000,"2013-07-19 23:03:21",3799,"failed",28,"US",3799,3799,7000
1856776440,"Nothing is Forgotten : A Collection of Short Stories","Comics","Comics","USD","2014-05-30",15000,"2014-05-02 06:46:19",24781,"successful",724,"US",24781,24781,15000
1879249811,"Femme-Fatale Lingerie; sophisticated vintage inspiration!","Apparel","Fashion","GBP","2016-12-20",5000,"2016-11-22 10:35:21",28003.5,"successful",277,"GB",4623.65,34302.46,6124.67
1929161357,"Rising End - New RPG experience","Video Games","Games","USD","2014-12-13",15000,"2014-11-08 23:20:28",46,"failed",5,"US",46,46,15000
393044394,"ALLISON WEISS DOES IT AGAIN (WITH YOUR HELP)","Indie Rock","Music","USD","2011-12-14",12000,"2011-11-14 18:01:02",30795.2,"successful",563,"US",30795.2,30795.2,12000
1606335940,"Catalog.Earth/Columbia_Glacier","Video","Journalism","USD","2016-04-13",12000,"2016-03-29 21:19:05",12103,"successful",107,"US",12103,12103,12000
1061276139,"Delicacies Delivered","Food","Food","USD","2012-05-25",8000,"2012-03-26 23:06:49",125,"failed",8,"US",125,125,8000
1557360587,"Focus Bands","Jewelry","Fashion","USD","2014-08-12",5000,"2014-07-13 22:46:59",13,"failed",4,"US",13,13,5000
869544782,"'Juiced, Jazzled, and Milked' Heavy Metal EP (Canceled)","Metal","Music","USD","2014-08-18",2000,"2014-07-19 10:52:05",75,"canceled",5,"US",75,75,2000
721578745,"Sixpenny Magazine","Zines","Publishing","USD","2014-08-29",1500,"2014-07-30 19:47:18",3001,"successful",48,"US",3001,3001,1500
1532795638,"""Garden of Eatin-Kenosha""  Expand the Garden","Community Gardens","Food","USD","2015-07-15",27000,"2015-06-15 18:15:57",220,"failed",2,"US",220,220,27000
123722828,"Goring Vidals---North America Distribution","Indie Rock","Music","USD","2015-02-21",500,"2015-01-22 15:06:38",1,"failed",1,"US",1,1,500
859679839,"Help Master my debut album!","Electronic Music","Music","USD","2012-01-16",2999,"2011-12-17 08:27:33",576,"failed",4,"US",576,576,2999
246218790,"Derbalan Shuffle: Deck-Building Roleplaying Game","Tabletop Games","Games","USD","2014-01-05",2000,"2013-12-05 21:34:21",680,"failed",15,"US",680,680,2000
1311879981,"The First Three Styles From DMAC™ Scroll to See Them Below","Apparel","Fashion","USD","2016-04-05",12000,"2016-03-06 00:11:37",15157,"successful",105,"US",15157,15157,12000
1666227196,"If Your Kids Could Make the RULES OF DIVORCE","Children's Books","Publishing","USD","2012-01-07",8714,"2011-12-08 08:35:35",1660,"failed",52,"US",1660,1660,8714
646695771,"ITSExpert.com (Canceled)","Web","Technology","GBP","2014-10-05",5700,"2014-09-05 16:14:47",0,"canceled",0,"GB",0,0,9139.45
261863338,"Getting 'Earth' to LA / Distribution Campaign","Fantasy","Film & Video","AUD","2015-08-19",3300,"2015-07-24 04:31:52",915,"failed",13,"AU",677.3,670.97,2419.89
680214256,"Precision Titanium Pocket and Wallet Tool Project.","Product Design","Design","USD","2013-06-06",2500,"2013-05-02 14:54:22",1085,"canceled",34,"US",1085,1085,2500
1201559128,"My Life in Dance","Dance","Dance","CAD","2016-10-16",25000,"2016-08-17 17:18:49",80,"failed",4,"CA",0,60.47,18897.88
1689533652,"A Community Kitchen is Coming to Cambridge, MA","Food","Food","USD","2011-05-04",11111.19,"2011-02-02 00:44:04",12713,"successful",193,"US",12713,12713,11111.19
868360682,"Thermoluxe Heat System: Lightweight Battery Heated Jackets","Apparel","Fashion","USD","2017-07-06",20000,"2017-06-06 17:02:19",2980,"failed",8,"US",1350,2980,20000
842381645,"“CONNEX” Wine rack system","Product Design","Design","USD","2013-03-27",35000,"2013-02-25 18:20:24",1406.99,"failed",24,"US",1406.99,1406.99,35000
88846728,"Mobile Application monitoring System","Software","Technology","USD","2015-05-18",25000,"2015-04-08 02:42:53",800,"failed",1,"US",800,800,25000
1132125175,"LIMINAL vs. OUR TOWN","Experimental","Theater","USD","2013-11-28",2000,"2013-10-29 09:17:19",2443,"successful",51,"US",2443,2443,2000
445700892,"of Honey Bees and the Brevity of Such Things -- a New Multimedia Music Theatre Event!","Theater","Theater","USD","2010-12-23",3250,"2010-11-13 20:04:22",3260,"successful",29,"US",3260,3260,3250
787793458,"2016 'Tractor Series' Calendar by painter Lisbeth Firmin","Calendars","Publishing","USD","2015-02-20",3500,"2015-01-18 22:43:05",3590,"successful",51,"US",3590,3590,3500
887274347,"MILF - Mothers I'd Like to Follow. An Art/Photography book.","Art Books","Publishing","USD","2013-02-28",15000,"2013-01-30 09:59:06",1495,"failed",12,"US",1495,1495,15000
1760263679,"3D Print My Skull!","Digital Art","Art","USD","2013-11-24",2000,"2013-10-24 22:30:25",141,"failed",4,"US",141,141,2000
822091040,"Thinking Outside the Squeeze Box","World Music","Music","USD","2011-09-07",5000,"2011-06-09 00:54:17",290,"failed",7,"US",290,290,5000
1467663369,"EMERGENCY VOICE APP","Young Adult","Publishing","USD","2017-08-25",26400,"2017-07-26 18:36:28",0,"failed",0,"US",0,0,26400
1521085103,"Roofie","Webseries","Film & Video","USD","2017-04-07",6000,"2017-03-05 17:21:26",656,"failed",10,"US",10,656,6000
291274892,"Help Press arrange's New Record, New Memory, to Vinyl","Indie Rock","Music","USD","2012-03-01",2500,"2012-01-31 23:54:03",3167,"successful",114,"US",3167,3167,2500
1487411747,"Trapstar Board Game: From D-Boy to Boss","Tabletop Games","Games","USD","2011-07-12",1125,"2011-04-13 19:01:17",25,"failed",1,"US",25,25,1125
91149443,"Fix pottery wheel, get another wheel,teach children ceramics","Ceramics","Art","USD","2014-09-02",5000,"2014-08-03 18:48:11",25,"failed",1,"US",25,25,5000
990678407,"Jason Catron Christmas","Music","Music","USD","2012-11-22",10000,"2012-11-01 09:09:12",10100,"successful",57,"US",10100,10100,10000
1048024137,"Follicles of Me","Documentary","Film & Video","USD","2014-03-01",25000,"2014-01-24 01:16:51",30,"failed",2,"US",30,30,25000
2125981895,"Of Winter Full Length","Music","Music","CAD","2014-12-22",1200,"2014-11-22 04:50:20",326,"undefined",0,"N,0""",NA,281.23,1035.2
1498050798,"Gloom: Digital - A delightfully miserable PC card game","Video Games","Games","USD","2016-08-15",75000,"2016-07-13 20:00:58",76973.52,"successful",1480,"US",25309,76973.52,75000
1634944122,"Claustrophobia","Drama","Film & Video","CAD","2015-02-11",20000,"2015-01-12 19:21:13",6,"failed",2,"CA",5.06,4.8,15989.77
1532031964,"Key to the Street: The Future of Urban Design","Product Design","Design","USD","2014-01-15",10000,"2013-12-01 16:56:02",4229,"failed",79,"US",4229,4229,10000
1525088875,"Space Bacon - Help Support The First Mario Style iPhone Game","Games","Games","USD","2014-04-11",1000,"2014-03-12 11:37:05",10,"failed",1,"US",10,10,1000
1726376267,"Keely Ferguson Got IT!!!!","Theater","Theater","USD","2016-04-03",1e+06,"2016-02-03 19:46:44",25,"failed",1,"US",25,25,1e+06
1505652000,"Ace in the Hole: Death of a Junkyard","Film & Video","Film & Video","USD","2014-11-06",60000,"2014-10-07 00:15:54",61220.03,"successful",609,"US",61220.03,61220.03,60000
301163019,"Zoomaka - The animal card game!","Tabletop Games","Games","SEK","2017-11-15",30000,"2017-10-24 18:12:21",45084,"successful",150,"SE",3003.06,5347.47,3558.34
1484558218,"12 Stadiums 12 Cities Brazil 2014 World Soccer Destination","Public Art","Art","USD","2014-05-11",10000,"2014-04-11 16:55:49",2152,"failed",27,"US",2152,2152,10000
1302427515,"Elysium Thorns","Thrillers","Film & Video","GBP","2015-03-25",500,"2015-02-23 11:23:23",70,"failed",4,"GB",107.79,104.13,743.77
1791702771,"Around The World - An International Musical Tour","World Music","Music","USD","2014-01-22",25000,"2013-12-13 17:38:56",220,"failed",4,"US",220,220,25000
1542246329,"The PlayBook for Women (CR) TM.","Print","Journalism","USD","2016-11-25",15000,"2016-10-24 23:40:38",0,"failed",0,"US",0,0,15000
491188149,"Los Chamanes' New Album","Music","Music","USD","2011-05-17",4000,"2011-04-17 01:16:55",4245,"successful",66,"US",4245,4245,4000
1142843410,"Mimi's Matte Liquid Lipsticks","Fashion","Fashion","USD","2017-11-01",10000,"2017-09-27 19:39:37",453,"failed",11,"US",33,453,10000
710589298,"Temporäre Sicherheitstattoos / safety tattoos for kids","Design","Design","EUR","2016-10-21",7500,"2016-09-21 19:34:04",1061,"failed",22,"DE",139.67,1155.01,8164.51
1990248041,"Save the Malibu Playhouse","Spaces","Theater","USD","2017-11-13",5500000,"2017-09-29 19:40:17",100,"failed",1,"US",0,100,5500000
448706204,"Sizzle Reel -Power Circle Entertainment Partners LLc.","Action","Film & Video","USD","2015-06-28",112000,"2015-05-29 18:18:43",0,"failed",0,"US",0,0,112000
142300009,"Budster","Technology","Technology","USD","2016-10-16",2000,"2016-08-17 00:20:19",371,"failed",6,"US",0,371,2000
66066815,"SUPER SQUARE CHAOS","Video Games","Games","CAD","2015-05-08",1,"2015-04-07 20:57:34",60,"successful",10,"CA",48.08,49.57,0.83
1389527332,"The Secret Ingredient","Narrative Film","Film & Video","USD","2013-05-01",2000,"2013-03-28 01:22:38",448,"failed",16,"US",448,448,2000
1146518146,"Really Ready to Read! - a book by a kid for kids","Children's Books","Publishing","USD","2015-12-26",10000,"2015-11-16 20:44:36",10655,"successful",158,"US",10655,10655,10000
1763292807,"Perfect Grip - Swing a Bat Perfectly, Every Time","Design","Design","USD","2016-05-04",50000,"2016-04-04 01:31:42",10949,"failed",147,"US",10949,10949,50000
1087565596,"Dead Things Audio Series Season 4","Horror","Film & Video","USD","2017-11-02",1000,"2017-10-03 02:31:23",11,"failed",2,"US",11,11,1000
371999276,"Find it keep it app interactive real time hide and seek app","Apps","Technology","USD","2017-01-06",10000,"2016-12-07 05:25:55",510,"failed",2,"US",0,510,10000
1281898926,"Death","Art","Art","USD","2017-05-26",700,"2017-05-14 23:01:33",527,"canceled",13,"US",403,527,700
1900908114,"The Real Sexy Calendar: Women in History (Canceled)","Photobooks","Photography","USD","2014-09-28",10000,"2014-08-12 11:05:15",50,"canceled",4,"US",50,50,10000
2004159725,"NEW ATLAST - Shoes that stand out - Shoes that help","Footwear","Fashion","AUD","2015-06-11",30000,"2015-05-12 04:02:25",561,"canceled",18,"AU",445.04,432.3,23117.82
1748399084,"Smoke the Vote","Narrative Film","Film & Video","USD","2013-10-18",20000,"2013-08-30 21:50:54",26,"failed",2,"US",26,26,20000
1368615508,"Oh Rats! Snazzy Artisanal Catnip Toys to Drive Your Cat Wild","Crafts","Crafts","USD","2013-04-24",600,"2013-04-03 02:01:21",2935,"successful",100,"US",2935,2935,600
1322831012,"Demon Rulers of the Abyss Chess Set","Tabletop Games","Games","USD","2017-01-02",65000,"2016-11-16 21:16:04",3624,"failed",28,"US",962,3624,65000
1318381751,"Kachula 2.0- The Packable Multi-Use Adventure Blanket","Product Design","Design","USD","2016-08-31",15000,"2016-08-01 17:01:06",257304,"successful",3551,"US",9655,257304,15000
2114625923,"Zony Mash + Horns Record Live Album at the Royal Room","Music","Music","USD","2012-06-02",10000,"2012-05-03 21:19:56",12382,"successful",221,"US",12382,12382,10000
1090981601,"Octopedestrians Letterpress Print","Art","Art","USD","2016-01-22",6000,"2015-12-31 12:11:12",23966.5,"successful",371,"US",23966.5,23966.5,6000
2124204916,"WhiteShark Soziales Netzwerk","Web","Technology","EUR","2016-03-12",250000,"2016-02-11 21:22:46",2,"failed",2,"DE",2.26,2.26,281976.09
153840634,"VENAO Swimwear Making Waves (Canceled)","Fashion","Fashion","CAD","2014-03-18",10000,"2014-02-01 18:12:53",2217,"canceled",22,"CA",1984.46,1979.29,8927.77
436773285,"Spicin' It Up","Food","Food","USD","2012-11-01",15000,"2012-10-02 21:37:49",5,"failed",1,"US",5,5,15000
1459374496,"Octopodus Wild Yeast Company","Drinks","Food","USD","2015-03-12",10000,"2015-02-10 22:35:02",0,"failed",0,"US",0,0,10000
815473183,"BOTAI - Handmade in Italy with Organic Cotton and Love","Childrenswear","Fashion","EUR","2016-05-06",1000,"2016-03-22 16:49:18",263,"canceled",20,"IT",296.72,300.53,1142.7
2070620930,"Flux-A new Bowerbag for your active adventures (Canceled)","Product Design","Design","USD","2014-12-25",25000,"2014-12-05 05:42:37",4355,"canceled",24,"US",4355,4355,25000
713493778,"The Ethereal Image Within","Art","Art","USD","2015-05-31",1300,"2015-05-01 20:01:54",0,"failed",0,"US",0,0,1300
177290489,"Chef-e","Technology","Technology","USD","2015-07-04",65000,"2015-06-01 17:55:08",0,"failed",0,"US",0,0,65000
1007320182,"Ghost Long Board","Product Design","Design","USD","2017-05-07",25000,"2017-04-07 17:36:30",825,"canceled",3,"US",825,825,25000
1174943476,"Teens In Treatment - Addiction Video Series","Documentary","Film & Video","USD","2016-10-07",12000,"2016-08-23 19:55:05",1,"failed",1,"US",0,1,12000
1693741581,"Dirty Knobs // A Disenchanted Snake // New Double+ Album","Electronic Music","Music","USD","2013-05-01",10000,"2013-03-26 15:00:34",1421,"failed",58,"US",1421,1421,10000
245390071,"PLAYBULB garden - Smart Color LED Solar Garden Light","Gadgets","Technology","USD","2015-03-28",10000,"2015-02-11 04:25:33",140146,"successful",1151,"US",140146,140146,10000
1277591915,"Protect H&R Train Garden Railroad","DIY","Crafts","USD","2015-11-17",50000,"2015-09-18 05:39:02",1,"failed",1,"US",1,1,50000
347752269,"Michael Surbrook's Ghosts, Ghouls, and Golems","Tabletop Games","Games","USD","2017-04-13",4000,"2017-03-14 17:58:54",4641,"successful",128,"US",2098,4641,4000
825895976,"Vector Poster Project","Graphic Design","Design","USD","2014-03-21",500,"2014-02-19 05:03:01",45,"failed",1,"US",45,45,500
1212171836,"""SOUL ON THE ROAD"" A Food Truck With Love.","Food Trucks","Food","USD","2015-11-01",10000,"2015-09-02 11:48:53",0,"failed",0,"US",0,0,10000
1022566013,"""No Longer There"" A short film in memoriam of Gary Shaivitz","Shorts","Film & Video","USD","2013-12-07",3500,"2013-11-07 17:56:52",3630,"successful",39,"US",3630,3630,3500
1573152279,"THE DISCOVERERS (starring Griffin Dunne) Theatrical Release","Film & Video","Film & Video","USD","2013-05-12",1e+05,"2013-04-05 23:41:56",102148.44,"successful",531,"US",102148.44,102148.44,1e+05
507021452,"ELDER'S CORNER","Documentary","Film & Video","USD","2011-10-31",20000,"2011-09-21 18:22:01",21015,"successful",244,"US",21015,21015,20000
768353903,"Certifiable at FringeNYC","Theater","Theater","USD","2013-08-04",3500,"2013-07-15 17:26:22",3806,"successful",50,"US",3806,3806,3500
393019671,"The Search for U-656","Documentary","Film & Video","USD","2014-06-24",68500,"2014-06-04 22:46:52",5475,"failed",46,"US",5475,5475,68500
346966182,"SKEEN! The Youth Play Project","Theater","Theater","GBP","2013-09-28",3000,"2013-08-14 22:16:40",45,"failed",4,"GB",69.58,72.23,4815.1
1844502369,"The Milk Tent","Design","Design","CAD","2014-10-07",76000,"2014-08-13 21:06:14",20,"failed",1,"CA",18.28,17.86,67875.32
108394472,"HubSpin- A new music platform for local Independent Music.","Apps","Technology","CAD","2016-02-04",3700,"2016-01-05 20:25:24",15,"failed",2,"CA",10.81,10.91,2690.71
1376427585,"TGX event services","Live Games","Games","USD","2015-02-05",10000,"2015-01-06 22:38:02",11,"failed",2,"US",11,11,10000
1031141398,"The House of Minority","Documentary","Film & Video","GBP","2016-05-01",2500,"2016-04-21 09:50:48",120,"failed",5,"GB",172.57,173.91,3623.03
1850234523,"Thunderbolt Gallery and Steve Barba Assemblage Art","Art","Art","USD","2017-05-30",5000,"2017-05-10 18:41:21",100,"failed",1,"US",100,100,5000
1841835340,"""The Murderer Who Loved Me""","Fiction","Publishing","USD","2015-07-02",4000,"2015-05-18 17:40:32",200,"failed",2,"US",200,200,4000
1348453393,"""All Things Aside"" Worship EP","Music","Music","USD","2014-08-03",1200,"2014-06-24 17:50:26",180,"failed",5,"US",180,180,1200
593023580,"Tessel : Word building game","Tabletop Games","Games","USD","2012-07-17",5000,"2012-05-18 21:53:32",648,"failed",21,"US",648,648,5000
1311863191,"Pine Tar Baseball 1973: Dice Simulation of a Vintage Season","Tabletop Games","Games","USD","2015-08-22",800,"2015-07-23 01:17:08",1042,"successful",32,"US",1042,1042,800
640574608,"Folk Art Film Feature","Film & Video","Film & Video","AUD","2014-02-28",5000,"2014-02-16 13:01:11",0,"failed",0,"AU",0,0,4480.69
1409368847,"Luxury Handmade Irish Tweed Jackets","Apparel","Fashion","GBP","2017-11-06",20000,"2017-10-05 17:00:09",12362,"failed",38,"GB",6765.72,16302.69,26375.48
1718274180,"Lemon the Movie","Shorts","Film & Video","USD","2013-11-22",3000,"2013-10-23 20:44:51",1040,"failed",20,"US",1040,1040,3000
1617036345,"Accompany Music (Canceled)","Software","Technology","USD","2016-02-29",27500,"2016-02-04 21:43:46",2644,"canceled",27,"US",2644,2644,27500
1006300664,"Ethically conscious clothes that will outlast you.","Fashion","Fashion","USD","2016-10-18",20000,"2016-08-19 02:08:08",220,"canceled",2,"US",120,220,20000
368614789,"Potter potion enamel pins (Harry Potter)","Jewelry","Fashion","GBP","2017-10-24",500,"2017-10-09 18:13:32",348,"failed",19,"GB",165.93,455.65,654.66
1044843111,"Frostbite Freestyle Sled (Canceled)","Product Design","Design","USD","2014-01-25",42000,"2013-12-26 17:15:37",408,"canceled",11,"US",408,408,42000
1084873031,"Invisible Wounds: a documentary about P.T.S.D.","Documentary","Film & Video","USD","2010-09-01",18000,"2010-07-17 15:41:58",270,"failed",8,"US",270,270,18000
366330345,"13 Cats Project","Mixed Media","Art","USD","2013-03-31",1300,"2013-03-01 19:27:14",1725,"successful",39,"US",1725,1725,1300
911372786,"Watch by Säntis & Berg  - Special Edition Vertice","Design","Design","CAD","2015-12-04",10000,"2015-11-03 01:04:28",14695,"successful",63,"CA",11234.24,11018.22,7497.94
1035279774,"Jerry: An Affordable Personal Robot","Robots","Technology","USD","2016-06-18",20000,"2016-05-14 22:50:36",3290,"failed",15,"US",3290,3290,20000
2134064474,"SetupShowing.com","Apps","Technology","USD","2015-07-29",750,"2015-06-29 17:29:07",0,"failed",0,"US",0,0,750
